AMERICAN NATURALIST,0003-0147,1537-5323,,,,,
FISHERIES,0363-2415,1548-8446,,,,,
PROCEEDINGS OF THE ROYAL SOCIETY B: BIOLOGICAL SCIENCES,,,2053-9193,1471-2954,0962-8452,0080-4649,Various ways of the title being written.
CONSERVATION GENETICS,1566-0621,1572-9737,,,,,
MARINE ECOLOGY PROGRESS SERIES,0171-8630,1616-1599,,,,,
NORTHEASTERN NATURALIST,1092-6194,1938-5307,,,,,
JOURNAL OF APPLIED ECOLOGY,0021-8901,1365-2664,,,,,
JOURNAL OF GREAT LAKES RESEARCH,0380-1330,0380-1330,,,,,
ECOLOGICAL MONOGRAPHS,0012-9615,1557-7015,,,,,
ENVIRONMENTAL POLLUTION,0269-7491,1873-6424,,,,,
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0730-7268,1552-8618,,,,,
JOURNAL OF ZOOLOGY,0952-8369,1469-7998,,,,,
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,0275-5947,1548-8675,,,,,
CANADIAN ENTOMOLOGIST,0008-347X,1918-3240,,,,,
ECOGRAPHY,0906-7590,1600-0587,,,,,
BIRDS OF NORTH AMERICA ONLINE,,,1930-0077,,,,
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4066,1095-8312,,,,,
TAXON,0040-0262,1996-8175,,,,,
TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1872-8383,,,,,
ANIMAL BEHAVIOUR,0003-3472,1095-8282,,,,,
CANADIAN JOURNAL OF FOREST RESEARCH,0045-5067,1208-6037,,,,,
BIOLOGICAL INVASIONS,1387-3547,1573-1464,,,,,
SCIENCE OF THE TOTAL ENVIRONMENT,,,1879-1026,0048-9697,,,
ICES JOURNAL OF MARINE SCIENCE,1054-3139,1095-9289,,,,,
JOURNAL OF BIOGEOGRAPHY,0305-0270,1365-2699,,,,,
JOURNAL OF WILDLIFE DISEASES,0090-3558,1943-3700,,,,,
BRYOLOGIST,0007-2745,1938-4378,,,,,
ENVIRONMENTAL MANAGEMENT,0364-152X,1432-1009,,,,,
NEW PHYTOLOGIST,0028-646X,1469-8137,,,,,
ECOSCIENCE,,,2376-7626,1195-6860,,,
FRESHWATER BIOLOGY,0046-5070,1365-2427,,,,,
BULLETIN OF THE TORREY BOTANICAL CLUB,,,,,,,
ARCTIC,0004-0843,1923-1245,,,,,
BLUE JAY,,,2562-5667,0006-5099,,,
NORTHWESTERN NATURALIST,,,1938-5315,1051-1733,,,
GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,,,,,
JOURNAL OF ECOLOGY,0022-0477,1365-2745,,,,,
JOURNAL OF FRESHWATER ECOLOGY,0270-5060,2156-6941,,,,,
ENVIRONMENTAL MONITORING AND ASSESSMENT,0167-6369,1573-2959,,,,,
HYDROBIOLOGIA,0018-8158,1573-5117,,,,,
QUARTERLY REVIEW OF BIOLOGY,0033-5770,1539-7718,,,,,
SOUTHWESTERN NATURALIST,0038-4909,1943-6262,,,,,
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0090-4341,1432-0703,,,,,
LANDSCAPE ECOLOGY,0921-2973,1572-9761,,,,,
JOURNAL OF PARASITOLOGY,0022-3395,1937-2345,,,,,
AMERICAN ZOOLOGIST,,,2162-4445,0003-1569,,,
MARINE BIOLOGY,0025-3162,1432-1793,,,,,
MARINE MAMMAL SCIENCE,0824-0469,1748-7692,,,,,
WILDLIFE SOCIETY BULLETIN,2328-5540,2328-5540,,,,,
WETLANDS,0277-5212,1943-6246,,,,,
PHYSIOLOGICAL ZOOLOGY,,,0031-935X,1937-4267,,,
FORESTRY CHRONICLE,0015-7546,1499-9315,,,,,
BRITTONIA,0007-196X,1938-436X,,,,,
SYSTEMATIC ZOOLOGY,,,2330-1198,0039-7989,,,
ECOLOGY OF FRESHWATER FISH,0906-6691,1600-0633,,,,,
ENDANGERED SPECIES RESEARCH,1863-5407,1613-4796,,,,,
JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,,,1937-237X,0887-3593,,,
ANIMAL CONSERVATION,1367-9430,1469-1795,,,,,
BIODIVERSITY AND CONSERVATION,0960-3115,1572-9710,,,,,
ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851,,,,,
FISHERIES RESEARCH,0165-7836,1872-6763,,,,,
MARINE POLLUTION BULLETIN,0025-326X,1879-3363,,,,,
RESTORATION ECOLOGY,1061-2971,1526-100X,,,,,
SYSTEMATIC BOTANY,0363-6445,1548-2324,,,,,
WILSON JOURNAL OF ORNITHOLOGY,1559-4491,1938-5447,,,,,
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,1432-0762,,,,,
DIVERSITY AND DISTRIBUTIONS,1366-9516,1472-4642,,,,,
FISHERIES OCEANOGRAPHY,1054-6006,1365-2419,,,,,
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,0025-3154,1469-7769,,,,,
ENVIRONMENTAL REVIEWS,1208-6053,1181-8700,,,,,
JOURNAL OF FIELD ORNITHOLOGY,0273-8570,1557-9263,,,,,
MOLECULAR ECOLOGY NOTES,,,1471-8286,1471-8278,,,
"AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",,,1873-2305,0167-8809,,,
AVIAN CONSERVATION AND ECOLOGY,1712-6568,1712-6576,,,,,
CANADIAN JOURNAL OF EARTH SCIENCES,0008-4077,1480-3313,,,,,
ENVIRONMENTAL ENTOMOLOGY,0046-225X,1938-2936,,,,,
FUNCTIONAL ECOLOGY,0269-8463,1365-2435,,,,,
JOURNAL OF HEREDITY,0022-1503,1465-7333,,,,,
JOURNAL OF NORTHWEST ATLANTIC FISHERY SCIENCE,,,1813-1859,0250-6408,,,
JOURNAL OF RANGE MANAGEMENT,,,2162-2728,0022-409X,,,
MAMMALIAN SPECIES,,,0076-3519,1545-1410,,,
SYSTEMATIC BIOLOGY,1063-5157,1076-836X,,,,,
WILSON BULLETIN,,,2162-5204,0043-5643,,,
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,0013-8746,1938-2901,,,,,
ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,,,0066-4162,2330-1902,,,
ECOLOGY LETTERS,1461-023X,1461-0248,,,,,
ECONOMIC BOTANY,0013-0001,1874-9364,,,,,
IBIS,0019-1019,1474-919X,,,,,
BIOLOGY LETTERS,1744-9561,1744-957X,,,,,
BOTANY,1916-2790,1916-2804,,,,,
ECOLOGY AND EVOLUTION,2045-7758,2045-7758,,,,,
ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,1552-9924,,,,,
LICHENOLOGIST,0024-2829,1096-1135,,,,,
ECOLOGICAL ENTOMOLOGY,0307-6946,1365-2311,,,,,
ECOLOGICAL MODELLING,0304-3800,1872-7026,,,,,
LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,,,,
MAMMAL REVIEW,,1365-2907,,,,,
WATERBIRDS,1524-4695,1938-5390,,,,,
ANNALS OF THE MISSOURI BOTANICAL GARDEN,0026-6493,2162-4372,,,,,
FISH AND FISHERIES,1467-2960,1467-2979,,,,,
POLAR BIOLOGY,0722-4060,1432-2056,,,,,
CLIMATIC CHANGE,0165-0009,1573-1480,,,,,
ECOSPHERE,2150-8925,2150-8925,,,,,
GEOPHYSICAL RESEARCH LETTERS,0094-8276,1944-8007,,,,,
HEREDITY,0018-067X,1365-2540,,,,,
JOURNAL OF EXPERIMENTAL BIOLOGY,0022-0949,1477-9145,,,,,
JOURNAL OF MOLLUSCAN STUDIES,0260-1230,1464-3766,,,,,
MURRELET,,,0027-3716,2325-713X,,,
AQUATIC TOXICOLOGY,0166-445X,1879-1514,,,,,
BIRD-BANDING,,,2327-1280,0006-3630,,,
BOTANICAL GAZETTE,,,1940-1205,0006-8071,,,
INVERTEBRATE BIOLOGY,1077-8306,1744-7410,,,,,
MARINE AND FRESHWATER RESEARCH,1323-1650,1448-6059,,,,,
NATURAL AREAS JOURNAL,0885-8608,2162-4399,,,,,
SOUTHEASTERN NATURALIST,1528-7092,1938-5412,,,,,
BIOLOGICAL REVIEWS,1464-7931,1469-185X,,,,,
CHEMOSPHERE,,,0045-6535,1879-1298,,,
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,1540-9309,,,,,
HERPETOLOGICA,0018-0831,1938-5099,,,,,
JOURNAL OF CHEMICAL ECOLOGY,0098-0331,1573-1561,,,,,
LE NATURALISTE CANADIEN,,,1929-3208,,,,
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,,,1537-5293,1522-2152,,,
AQUATIC CONSERVATION: MARINE AND FRESHWATER ECOSYSTEMS,,,1052-7613,1099-0755,,,
JOURNAL OF APPLIED ICHTHYOLOGY,0175-8659,1439-0426,,,,,
JOURNAL OF VEGETATION SCIENCE,1100-9233,1654-1103,,,,,
PLANT SYSTEMATICS AND EVOLUTION,0378-2697,1615-6110,,,,,
JOURNAL OF EVOLUTIONARY BIOLOGY,1010-061X,1420-9101,,,,,
JOURNAL OF EXPERIMENTAL ZOOLOGY,,,1097-010X,0022-104X,,,
JOURNAL OF THERMAL BIOLOGY,0306-4565,1879-0992,,,,,
MAMMALIA,0025-1461,1864-1547,,,,,
ORYX,0030-6053,1365-3008,,,,,
J. CETACEAN RES. MANAGE.,,,Unavailable on database.,,,,
JOURNAL OF INSECT CONSERVATION,1366-638X,1572-9753,,,,,
ANNALS OF BOTANY,0305-7364,1095-8290,,,,,
BULLETIN OF THE UNITED STATES NATIONAL MUSEUM,,,0096-2961,,,,
EMERGING INFECTIOUS DISEASES,1080-6040,1080-6059,,,,,
GENETICS,0016-6731,1943-2631,,,,,
JOURNAL OF COMPARATIVE PHYSIOLOGY B,,,,,,,
MOLECULAR BIOLOGY AND EVOLUTION,0737-4038,1537-1719,,,,,
POLAR RESEARCH,0800-0395,1751-8369,,,,,
REGULATED RIVERS: RESEARCH & MANAGEMENT,,,,,,,
BIOLOGICAL BULLETIN,0006-3185,1939-8697,,,,,
AMBIO: A JOURNAL OF THE HUMAN ENVIRONMENT,,,,,,,
"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS",,,,,,,
BEHAVIOUR,0005-7959,1568-539X,,,,,
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4074,1095-8339,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY PART A: PHYSIOLOGY,,,,,,,
JOURNAL OF ECONOMIC ENTOMOLOGY,0022-0493,1938-291X,,,,,
JOURNAL OF MORPHOLOGY,0362-2525,1097-4687,,,,,
NORTH AMERICAN FAUNA,,,,,,,
SCIENTIFIC REPORTS,,2045-2322,,,,,
"WATER, AIR, & SOIL POLLUTION",,,,,,,
ZOOKEYS,1313-2989,1313-2970,,,,,
DISEASES OF AQUATIC ORGANISMS,0177-5103,1616-1580,,,,,
INTERNATIONAL JOURNAL OF PLANT SCIENCES,1058-5893,1537-5315,,,,,
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0001-4966,1520-8524,,,,,
JOURNAL OF THE TORREY BOTANICAL SOCIETY,1095-5674,1940-0616,,,,,
PROGRESSIVE FISH-CULTURIST,,,,,,,
WILDLIFE BIOLOGY,0909-6396,1903-220X,,,,,
ZOOTAXA,1175-5326,1175-5334,,,,,
AQUACULTURE,0044-8486,1873-5622,,,,,
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,0305-1978,1873-2925,,,,,
ECOSYSTEMS,1432-9840,1435-0629,,,,,
EVANSIA,,,,,,,
GEOMORPHOLOGY,0169-555X,1872-695X,,,,,
INTERNATIONALE REVUE DER GESAMTEN HYDROBIOLOGIE UND HYDROGRAPHIE,,,,,,,
JOURNAL OF CLIMATE,0894-8755,1520-0442,,,,,
NATURE COMMUNICATIONS,,2041-1723,,,,,
PROCEEDINGS OF THE UNITED STATES NATIONAL MUSEUM,,,,,,,
PROGRESS IN OCEANOGRAPHY,0079-6611,1873-4472,,,,,
ANNUAL REVIEW OF ENTOMOLOGY,0066-4170,1545-4487,,,,,
AQUATIC MAMMALS,0167-5427,1996-7292,,,,,
CHELONIAN CONSERVATION AND BIOLOGY,1071-8443,1943-3956,,,,,
GÉOGRAPHIE PHYSIQUE ET QUATERNAIRE,,,,,,,
INTEGRATIVE AND COMPARATIVE BIOLOGY,1540-7063,1557-7023,,,,,
JOURNAL OF AVIAN BIOLOGY,0908-8857,1600-048X,,,,,
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,0022-0981,1879-1697,,,,,
JOURNAL OF GEOPHYSICAL RESEARCH,,,,,,,
MARINE ENVIRONMENTAL RESEARCH,0141-1136,1879-0291,,,,,
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES B: BIOLOGICAL SCIENCES,,,,,,,
PLANT ECOLOGY,1385-0237,1573-5052,,,,,
POPULATION ECOLOGY,1438-3896,1438-390X,,,,,
QUATERNARY INTERNATIONAL,1040-6182,1873-4553,,,,,
ARCTIC AND ALPINE RESEARCH,,,,,,,
CANADIAN JOURNAL OF PLANT SCIENCE,0008-4220,1918-1833,,,,,
CHOICE REVIEWS ONLINE,,,,,,,
COLONIAL WATERBIRDS,,,,,,,
CONSERVATION LETTERS,1755-263X,1755-263X,,,,,
CONTRIBUTIONS FROM THE GRAY HERBARIUM OF HARVARD UNIVERSITY,,,,,,,
ECOTOXICOLOGY,0963-9292,1573-3017,,,,,
ENVIRONMENTAL CONSERVATION,0376-8929,1469-4387,,,,,
ENVIRONMENTAL RESEARCH LETTERS,1748-9326,1748-9326,,,,,
ESTUARIES,,,,,,,
ETHOLOGY,0179-1613,1439-0310,,,,,
EVOLUTIONARY ECOLOGY,0269-7653,1573-8477,,,,,
JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,1095-8630,,,,,
JOURNAL OF HYDROLOGY,0022-1694,1879-2707,,,,,
JOURNAL OF ORNITHOLOGY,2193-7192,2193-7206,,,,,
JOURNAL OF TRAVEL RESEARCH,,,,,,,
LANDSCAPE AND URBAN PLANNING,0169-2046,1872-6062,,,,,
MOLECULAR ECOLOGY RESOURCES,,1755-0998,,,,,
MYCOLOGIA,0027-5514,1557-2536,,,,,
NATURE CLIMATE CHANGE,1758-678X,1758-6798,,,,,
NORTHWEST SCIENCE,0029-344X,2161-9859,,,,,
ORNITHOLOGICAL MONOGRAPHS,,,,,,,
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B: BIOLOGICAL SCIENCES,,,,,,,
PSYCHE: A JOURNAL OF ENTOMOLOGY,,,,,,,
QUATERNARY RESEARCH,0033-5894,1096-0287,,,,,
TRANSACTIONS OF THE KANSAS ACADEMY OF SCIENCE (1903-),,,,,,,
ACTA OECOLOGICA,,,,,,,
AMERICAN MALACOLOGICAL BULLETIN,0740-2783,2162-2698,,,,,
CANADIAN WATER RESOURCES JOURNAL,0701-1784,1918-1817,,,,,
CONTINENTAL SHELF RESEARCH,0278-4343,1873-6955,,,,,
DEEP SEA RESEARCH PART II: TOPICAL STUDIES IN OCEANOGRAPHY,,,,,,,
FISHERY BULLETIN,0090-0656,1937-4518,,,,,
HERPETOLOGICAL MONOGRAPHS,0733-1347,1938-5137,,,,,
HUMAN DIMENSIONS OF WILDLIFE,1087-1209,1533-158X,,,,,
JOURNAL OF ARID ENVIRONMENTS,0140-1963,1095-922X,,,,,
JOURNAL OF INVERTEBRATE PATHOLOGY,0022-2011,1096-0805,,,,,
JOURNAL OF RAPTOR RESEARCH,0892-1016,2162-4569,,,,,
JOURNAL OF URBAN HEALTH: BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,,,,,,,
JOURNAL OF THE ARNOLD ARBORETUM.,,,,,,,
MARINE FISHERIES REVIEW,,,,,,,
RANGIFER,,,,,,,
REVIEWS IN FISH BIOLOGY AND FISHERIES,0960-3166,1573-5184,,,,,
COLEOPTERISTS BULLETIN,0010-065X,1938-4394,,,,,
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4082,1096-3642,,,,,
BEHAVIORAL ECOLOGY,1045-2249,1465-7279,,,,,
BIRD CONSERVATION INTERNATIONAL,0959-2709,1474-0001,,,,,
BIRD STUDY,0006-3657,1944-6705,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY,,,,,,,
CURRENT BIOLOGY,0960-9822,1879-0445,,,,,
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,1090-2414,,,,,
ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,,,,,,
EVOLUTIONARY APPLICATIONS,1752-4571,1752-4571,,,,,
FOREST & CONSERVATION HISTORY,,,,,,,
GLOBAL AND PLANETARY CHANGE,0921-8181,1872-6364,,,,,
ILLINOIS NATURAL HISTORY SURVEY BULLETIN,,,,,,,
MEMOIRS OF THE ENTOMOLOGICAL SOCIETY OF CANADA,,,,,,,
NORDIC JOURNAL OF BOTANY,0107-055X,1756-1051,,,,,
POLAR RECORD,0032-2474,1475-3057,,,,,
RANGELAND ECOLOGY & MANAGEMENT,1550-7424,1551-5028,,,,,
SYSTEMATIC ENTOMOLOGY,,1365-3113,,,,,
GREAT BASIN NATURALIST.,,,,,,,
JOURNAL OF RESEARCH ON THE LEPIDOPTERA,,,,,,,
VEGETATIO,,,,,,,
BMC EVOLUTIONARY BIOLOGY,,,,,,,
BEARS: THEIR BIOLOGY AND MANAGEMENT,,,,,,,
BIODIVERSITY,,,,,,,
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,0003-0090,1937-3546,,,,,
CAHIERS DE GÉOGRAPHIE DU QUÉBEC,,,,,,,
CLIMATE DYNAMICS,0930-7575,1432-0894,,,,,
CONSERVATION GENETICS RESOURCES,1877-7252,1877-7260,,,,,
ECOHEALTH,1612-9202,1612-9210,,,,,
GENERAL AND COMPARATIVE ENDOCRINOLOGY,0016-6480,1095-6840,,,,,
GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,1466-8238,,,,,
HORTSCIENCE,0018-5345,2327-9834,,,,,
HYDROLOGICAL PROCESSES,0885-6087,1099-1085,,,,,
JAPANESE JOURNAL OF HERPETOLOGY,,,,,,,
JOURNAL OF BRYOLOGY,0373-6687,1743-2820,,,,,
JOURNAL OF NATURAL PRODUCTS,0163-3864,1520-6025,,,,,
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,0022-8567,1937-2353,,,,,
NAMMCO SCIENTIFIC PUBLICATIONS,,,,,,,
PROCEEDINGS OF THE ZOOLOGICAL SOCIETY OF LONDON,,,,,,,
CANADIAN GEOGRAPHER/LE GÉOGRAPHE CANADIEN,,,,,,,
HOLOCENE,0959-6836,1477-0911,,,,,
AMERICAN ENTOMOLOGIST,,,,,,,
AMERICAN FERN JOURNAL,0002-8444,1938-422X,,,,,
AQUATIC BOTANY,0304-3770,1879-1522,,,,,
"ARCTIC, ANTARCTIC, AND ALPINE RESEARCH",,,,,,,
BIOLOGICAL CONTROL,1049-9644,1090-2112,,,,,
BIOTROPICA,0006-3606,1744-7429,,,,,
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0007-4861,1432-0800,,,,,
CANADIAN JOURNAL OF RESEARCH,,,,,,,
JOURNAL OF COASTAL RESEARCH,,,,,,,
JOURNAL OF THE KENTUCKY ACADEMY OF SCIENCE,,,,,,,
NORTH AMERICAN JOURNAL OF AQUACULTURE,1522-2055,1548-8454,,,,,
PLOS BIOLOGY,1544-9173,1545-7885,,,,,
PHYTOLOGIA.,,,,,,,
REVIEWS IN FISHERIES SCIENCE,,,,,,,
RHODORA,0035-4902,1938-3401,,,,,
VERTIGO,,,,,,,
VETERINARY PARASITOLOGY,0304-4017,1873-2550,,,,,
WESTERN NORTH AMERICAN NATURALIST,1527-0904,1944-8341,,,,,
ACTA THERIOLOGICA,,,,,,,
AEOLIAN RESEARCH,1875-9637,2212-1684,,,,,
AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,1873-2240,,,,,
AMPHIBIA-REPTILIA,0173-5373,1568-5381,,,,,
BASIC AND APPLIED ECOLOGY,1439-1791,1618-0089,,,,,
BIOMETRICS,0006-341X,1541-0420,,,,,
BOUNDARY-LAYER METEOROLOGY,0006-8314,1573-1472,,,,,
CLIMATE RESEARCH,0936-577X,1616-1572,,,,,
CONTRIBUTIONS TO CANADIAN BIOLOGY AND FISHERIES,,,,,,,
ENVIRONMENT INTERNATIONAL,0160-4120,1873-6750,,,,,
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,0098-8472,1873-7307,,,,,
EUROPEAN RESPIRATORY JOURNAL,0903-1936,1399-3003,,,,,
EXPERIMENTAL GERONTOLOGY,0531-5565,1873-6815,,,,,
FISHERIES MANAGEMENT AND ECOLOGY,0969-997X,1365-2400,,,,,
HUMAN ECOLOGY,,,,,,,
HUMAN AND ECOLOGICAL RISK ASSESSMENT: AN INTERNATIONAL JOURNAL,,,,,,,
INSECTES SOCIAUX,0020-1812,1420-9098,,,,,
JAWRA JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,,,,,,,
JOURNAL OF ECOSYSTEMS AND MANAGEMENT,,,,,,,
JOURNAL OF ENVIRONMENT QUALITY,,,,,,,
KEW BULLETIN,0075-5974,1874-933X,,,,,
MALACOLOGIA,0076-2997,2168-9075,,,,,
ORNIS SCANDINAVICA,,,,,,,
"PALAEOGEOGRAPHY, PALAEOCLIMATOLOGY, PALAEOECOLOGY",,,,,,,
PROCEEDINGS OF THE NOVA SCOTIAN INSTITUTE OF SCIENCE (NSIS),,,,,,,
BOTANICAL REVIEW,0006-8101,1874-9372,,,,,
WATER RESOURCES RESEARCH,0043-1397,1944-7973,,,,,
ZOO BIOLOGY,0733-3188,1098-2361,,,,,
ZOOLOGICA : SCIENTIFIC CONTRIBUTIONS OF THE NEW YORK ZOOLOGICAL SOCIETY.,,,,,,,
ACTA HORTICULTURAE,,,,,,,
"AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY, INTEGRATIVE AND COMPARATIVE PHYSIOLOGY",0363-6119,1522-1490,,,,,
ANNALS OF CARNEGIE MUSEUM,0097-4463,1943-6300,,,,,
ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,,,,,,,
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,,1749-6632,,,,,
APIDOLOGIE,0044-8435,1297-9678,,,,,
APPLIED HERPETOLOGY,,,,,,,
APPLIED VEGETATION SCIENCE,1402-2001,1654-109X,,,,,
BEE WORLD,,,,,,,
CANADIAN JOURNAL OF GENETICS AND CYTOLOGY,,,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY PART C: TOXICOLOGY & PHARMACOLOGY,,,,,,,
CONSERVATION ECOLOGY,,,,,,,
CONSERVATION PHYSIOLOGY,2051-1434,2051-1434,,,,,
DIVERSITY,,,,,,,
ECOLOGICAL INDICATORS,1470-160X,1872-7034,,,,,
ECOLOGICAL RESEARCH,0912-3814,1440-1703,,,,,
ECOLOGY AND SOCIETY,1708-3087,1708-3087,,,,,
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,0013-8703,1570-7458,,,,,
EXPERIENTIA,,,,,,,
GENETICA,0016-6707,1573-6857,,,,,
GENETICAL RESEARCH,,,,,,,
GENOME,0831-2796,1480-3321,,,,,
GEOGRAPHICAL REVIEW,,,,,,,
INTERNATIONAL JOURNAL FOR PARASITOLOGY: PARASITES AND WILDLIFE,,,,,,,
INTERNATIONAL JOURNAL OF CLIMATOLOGY,0899-8418,1097-0088,,,,,
JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,1095-9238,,,,,
JOURNAL OF ETHNOPHARMACOLOGY,0378-8741,1872-7573,,,,,
JOURNAL OF ICHTHYOLOGY,0032-9452,1555-6425,,,,,
JOURNAL OF SOILS AND SEDIMENTS,1439-0108,1614-7480,,,,,
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,0947-5745,1439-0469,,,,,
LAKE AND RESERVOIR MANAGEMENT,1040-2381,2151-5530,,,,,
MEMOIRS OF THE CARNEGIE MUSEUM,,,,,,,
MYCOLOGICAL RESEARCH,,,,,,,
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,0028-8330,1175-8805,,,,,
PARASITOLOGY,0031-1820,1469-8161,,,,,
PLANTA MEDICA,0032-0943,1439-0221,,,,,
SARSIA,,,,,,,
JOURNAL OF PROTOZOOLOGY,,,,,,,
VETERINARY PATHOLOGY,0300-9858,1544-2217,,,,,
WILDLIFE MONOGRAPHS,0084-0173,1938-5455,,,,,
WILDLIFE RESEARCH,1035-3712,1448-5494,,,,,
AMERICAN ANTIQUITY,,,,,,,
AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,1463-4988,1539-4077,,,,,
AQUATIC SCIENCES,1015-1621,1420-9055,,,,,
BMC ECOLOGY,,,,,,,
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0003-0007,1520-0477,,,,,
CRITICAL REVIEWS IN PLANT SCIENCES,0735-2689,1549-7836,,,,,
CRYOBIOLOGY,0011-2240,1090-2392,,,,,
"ENVIRONMENTAL POLLUTION SERIES A, ECOLOGICAL AND BIOLOGICAL",,,,,,,
ETHOLOGY ECOLOGY & EVOLUTION,0394-9370,1828-7131,,,,,
